,label,sentence,len_sentence
1704,1,"Two women stand in the street both wearing matching outfits with police like jackets that say Polotie. Based on that information, is the claim Two women are dancing in the street wearing dresses. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1705,2,"Women playing volleyball in the sand near the ocean. Based on that information, is the claim Women cooking dinner ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
1706,0,"There are two kids, a soccer ball, a dog and a goat outside in a field. Based on that information, is the claim Two kids are in a field. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1707,1,"A gray-haired man rides a bike in front of a bus advertising Ironman. Based on that information, is the claim An older man rides a bike in front of a bus with a movie poster on it. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",59
1708,1,"Two women look at a table with assorted items on it in some sort of market that others are currently browsing. Based on that information, is the claim the women are looking at a bouquet of flower ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1709,2,"A man juggles a flaming staff in the dark. Based on that information, is the claim A man juggling balls. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
1710,1,"A man in a grassy field throws a stick for a group of three brown dogs. Based on that information, is the claim The man enjoys dogs. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1711,2,"A player on the red soccer team has just scored a goal while the opposing team watches the ball go in. Based on that information, is the claim A soccer player tries to score a goal and the opposing team stops it. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1712,2,"A man wearing a gray shirt and pink wristband plays the drums. Based on that information, is the claim a woman in a gray shirt and pink wristband plays guitar ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1713,1,"A woman wearing a straw hat is sitting among a variety of different foods while holding a drink. Based on that information, is the claim A woman is enjoying a beer. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1714,2,"An Asian lady is holding a cup and sitting in front of a table covered in different foods. Based on that information, is the claim A lady is standing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",48
1715,2,"A woman taping a paper notice to a board. Based on that information, is the claim A woman tacking a note to a door. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",45
1716,1,"A man sits on his throne behind the drums. Based on that information, is the claim A king sits behind some drums. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1717,1,"A toddler is intrigued by a toy lego set in a bookstore. Based on that information, is the claim A boy is choosing a birthday gift for himself at the store. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1718,2,"A red hot air balloon lands in a field among a crowd. Based on that information, is the claim A hot air balloon is crashing down to earth. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
1719,1,"A mother holds her newborn baby. Based on that information, is the claim An Asian mother holding her baby girl. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1720,1,"A young boy wearing a red shirt runs along a gravel road. Based on that information, is the claim A child is chasing a car. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
1721,2,"A woman in a burgundy coat exits Trader Joe's with a cart full of groceries. Based on that information, is the claim a man walking backwards ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1722,1,"A woman is walking with a full shopping cart away from a Trader Joe's. Based on that information, is the claim A woman is leaving Trader Joe's with a full shopping cart of things she just stole. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
1723,0,"A rescue worker searches with a flashlight under a slab in a ruined building. Based on that information, is the claim A worker searches a ruined building. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
1724,1,"A fireman searching for something using a flashlight. Based on that information, is the claim A man is searching for survivors. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",41
1725,1,"A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight. Based on that information, is the claim A fireman with an axe stands in a burning house. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1726,0,"A dark-haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motorbike. Based on that information, is the claim A man in a uniform is talking to another man. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
1727,1,"There is a man poking a long stick up towards the ceiling. Based on that information, is the claim The man has no arms. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1728,2,"Young children waving American flags for a soldier Based on that information, is the claim Children are burning flags in protest. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
1729,2,"A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road. Based on that information, is the claim A man driving a go kart, numbered 34, on a narrow dirt road. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",64
1730,0,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Based on that information, is the claim The child's hands are on the man's head. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1731,1,"Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks. Based on that information, is the claim Grandparents watch their grandkids play in the water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
1732,2,"A young man standing on one foot in colorful bowling shoes after throwing the ball. Based on that information, is the claim A young man is standing on both feet barefooted. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
1733,1,"Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her. Based on that information, is the claim One of the cartoon character is upset. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",56
1734,2,"People waiting to cross the street on the side of a sidewalk. Based on that information, is the claim People are feeding ducks. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1735,1,"Little girl blows bubbles in a public square. Based on that information, is the claim A little girl is waiting for her parents. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
1736,2,"An older gentleman looks at the camera while he is building a deck. Based on that information, is the claim An older gentleman looks away from the camera while he is building a birdhouse. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",54
1737,2,"The young man in the plaid shirt is sitting on a chair that is out in the yard. Based on that information, is the claim A boy is watching a cartoon from a recliner. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
1738,1,"Group of young adults posing for picture near spanish-language sign. Based on that information, is the claim The people are tourists. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
1739,0,"two shirtless men jumping over a street rail, probably practicing new dance moves. Based on that information, is the claim Two men without shirts are jumping in the street. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
1740,1,"A boy plays with a motorized car next to a dirty street lined with real cars. Based on that information, is the claim an abadnoned boy is playing with his toy in the ghetto alley. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
